Gene.Name,Group4,Group1,Group4.1,Group4.2,Group1.1,Group4.3,Group4.4,Group1.2,Group4.5,Group1.3,Group1.4,Group1.5,Group4.6,Group4.7,Group4.8,Group1.6,Group1.8,Group1.9,Group1.10,Group4.9,Group1.11,Group4.10,Group1.12,Group4.11,Group1.13,Group1.14,Group1.15,Group1.16,Group1.17,Group1.18,Group4.12,Group1.19,Group4.13,Group1.20,Group4.14,Group1.21,Group4.15,Group4.16,Group4.17,Group4.18,Group1.22,Group1.23,Group1.24,Group1.25,Group1.26,Group1.27,Group4.19,Group1.28,Group1.29,Group4.20,Group1.30,Group4.21
CSTA,279106161.4,197349641.3,233628447.1,67921571.56,186643916,393160865.8,273369318.6,83441128.63,171497607.8,152371805.3,758454730.7,352231751.3,473873249.5,724021209.4,165356728.7,243277945.7,115127176.3,509154686.6,205536370.1,66527969.43,99090252.45,152653215.9,1015066732,427883869.3,565324608.1,253839244,373344001.9,130433631.2,51141749.64,65001091.72,40332641.63,58975797.17,48887988.67,96425109.08,63431059.45,81940295.91,34861262.59,113292958.2,137042096.5,130191381.4,60052670.51,78972571.71,64191276.17,55844625.91,164413445,324712268.1,175775292.8,101977826.7,276221085.8,87817069.79,208813446.4,116868879.7
PNP,14079391.03,15131102.58,13606798.98,15401895.74,12357284.76,16849315.76,13937425.63,15182233.3,15057861.32,12143552.72,15861250.57,17902965.31,15649038.15,10640003.49,16570542.02,14068740.42,11240546.4,11322496.73,10321953.79,12648044.67,13802081.66,12758582.12,7711424.894,3536813.312,7830363.423,11559775.76,19851954.76,57334196.06,8773202.586,8269121.263,9991736.387,6314336.857,6719236.964,7653377.153,9453321.945,17809221.03,15115176.12,8426210.126,8900656.463,23043377.94,6153188.728,11174715.85,2920891.863,9559742.319,34386313.29,25063144.29,9013292.501,21973285.7,22504475.18,29147086.34,25653295.03,16187829.18
PPL,604483273.7,605295632.4,570936092.7,216388971.8,466717437.9,873812302.1,741295109.6,118475376.8,332289643.3,317377653.2,1501911578,1119539838,946294302.9,1329070323,366899773,312185641.2,169493789.1,1005535695,423980622.2,29227028.6,188166729.6,322633717.8,1534396288,1803198310,762397014.2,509161909.3,750546284.3,80277985.03,42354631.32,25997995.99,54501940.6,62553002,45431753.58,66466045.94,65882710.08,87688936.51,60767053.05,57790368.92,68770796.85,100786017.7,51085137.4,41257219.7,57649363.51,29264168.5,83926992.2,144144800.2,85118243.08,96711438.67,89542098.06,55463080.15,66961691.33,48570168.41
CALR,14405609.57,8225813.423,3044671.346,16152954.05,6739071.441,56082562.35,8119752.182,7779735.399,7826693.417,6495595.695,17365948.71,9445231.894,5353266.369,9437630.789,2852938.791,7831641.071,6731473.43,5320408.063,16236357.08,12859238.3,11874894.8,12724655.25,8716021.995,930853.7568,8463479.475,11914026.26,27586158.02,46255643.08,30495305.74,14739666.91,9141789.39,5481809.553,6244688.893,12853976.05,9290103.967,12497659.59,8869867.801,14995316.33,30812977.32,17818354.92,4706498.934,14517160.16,9063515.05,13965083.91,17104627.46,15151156.36,13674094.47,25695191.05,20561695.42,16095045.19,37158418.53,37099312.75
MARCKS,0,0,280418.4099,3719648.207,0,1846056.84,1531849.87,6316358.449,581250.022,4374648.741,2820983.709,0,0,0,3342705.977,528801.4802,4415100.217,0,1727527.887,757807.6289,898476.4387,1177079.054,0,741022.1957,6944879.588,5118122.682,3978752.91,14644541.39,1913564.345,231017.7032,871255.3868,0,652089.1469,0,1566228.32,3021550.042,2468666.282,1939298.73,6695338.355,8510600.899,1438838.353,0,0,0,983624.1025,734942.805,5899224.082,2238194.515,5328689.586,5756254.83,1198368.407,6072359.758
NIF3L1,1678656.329,2672232.273,1604497.57,0,203383.3845,960415.4259,0,0,2012996.036,1386372.442,1483148.379,1537276.158,7198154.814,4393983.167,2216685.319,286028.4843,3436615.243,3558382.327,3775330.417,3529616.5,3324217.729,4632797.539,5397421.543,1024565.541,5626323.296,4447687.594,5384146.181,20505119.33,4366796.55,5279640.497,1732234.151,4987222.718,7899770.061,3275990.431,5484447.524,7627536.328,4682266.321,5043423.602,30344056.98,1175386.789,5083167.593,0,1882630.815,158310255.4,9196710.815,1619767.271,28585120.79,40381371.6,41516988.97,68353291.31,14277443.41,134755280.3
TNC,74764561.8,11640508.17,16887130.57,21118516.52,13302230.13,12579918.4,23547596.57,22732883.5,15815560.26,15525560.86,22504351.19,5773300.714,16298102.35,76644933.29,9935793.021,3492015.909,23590153.47,17550992.87,17897911.39,14892108.42,13082405.69,11908997.31,3023226.445,11358293.09,53524035.55,5701860.316,21152715.78,33598445.69,53209058.26,70395082.61,96582561.05,102552111.8,63820627.31,112886664.5,106380608.9,87323957.78,108933529.5,135659412.2,78125295.5,68247541.08,107088612.5,53499340.61,81723978.78,50988061.78,25784359.93,41578439.93,69673673.89,53190862.81,68832451.1,31031677.57,20646638.92,36288082.41
CD14,34887996.29,23738419,20941657.97,18155062.22,9954889.144,19967824.51,15729936.25,25096270.36,22505858.04,33780432.86,20145361.21,11221918.11,15769509.18,24724769.63,31629942.68,17406449.89,11911932.48,27589961.11,13602486.88,12757927.9,14109874.54,24453106.61,45306708.78,99709087.54,51602171.03,37315397.98,23582061.48,38711925.88,43348348.03,22809758.06,15196187.96,28852211.47,63446966.31,25256138.7,20906204.6,23684936.8,13782243.81,30937967.38,25625671.03,14408013.19,28730726.85,62853177.79,29516641.9,51529320.53,82332145.98,52667841.58,26812317.3,56058453.83,44453094.16,57179773.14,139366312.4,42500542.75
PTPRA,18781605.06,2079733.146,1269177.394,1698573.009,0,18199547.35,768470.6828,0,71152.02829,619010.4999,22364389.88,22178541.09,890508.9126,18865546.72,236181.1009,2196785.282,0,42660716.11,42008778.92,792765.8745,30146212.4,78161.39746,9711856.449,7821328.359,10509944.51,36877370.54,19433583.45,462524346.8,75949554.39,114996524,37130172.34,32147111.79,56792440.65,36752355.55,23177712.29,105210198,63241150.04,65867971.57,489854170.4,698001600.9,65043071.84,1604979840,66567737.08,48543167.51,66897573.73,143794074.4,101621143.1,132660838.8,71359983.31,106089226.5,195551637.4,42255129.62
IGHV3.7,197256773.7,144915459.8,275945193.3,97326865.15,223209359.2,100470913.4,62711500.69,139195247.1,158931017.8,144264089.4,226908286.8,148159635.7,286343978.2,162093409.1,134779357.7,272336060.6,149614813.2,296029235.7,155421206.7,158868691.4,124541231.6,158685508.2,172057404.2,346679092.5,551187263.7,766367432.1,401958308.1,398235109.4,703175124,828884451.5,202862107.3,104158201.2,192541269.7,185917453.8,263447877.4,321709448.7,143200634.2,111591628.7,242588552.6,176970981.8,795352923.7,299840399.3,1246656581,139872305.4,311561373,468179853.4,391278000,714754726.2,735820013.6,520040007.8,376402037.2,535016018
CDSN,28467688.56,20164016.24,17926405.95,15575672.94,8875410.577,33060039.35,14761957.86,33790072.16,17723187.89,15058609.57,46238207.85,36979938.22,24561759.31,47772891.51,16510093.34,32004622.94,8334514.883,21930714.54,20574255.28,5504702.854,11861265.96,8575730.77,47814483.42,29215253.75,34965358.86,13627083.18,21665692.58,14367535.74,6805228.739,13743068.27,6163852.362,3858777.749,14677247.3,9071096.095,3844834.605,7198216.418,6853869.163,4687647.757,17005481.89,12397867.8,2976868.463,8587217.608,5876429.269,9780504.662,18457953.6,45357783.4,12618800.44,12590895.95,27471032.3,20720560.41,31544070.13,26127009.25
EEA1,16313210.56,5885788.699,2135138.289,3052715.864,11924492.85,7872184.92,13564790.54,9084308.94,4453626.062,5879828.26,19848045.93,15854663.03,29765442.93,16378100.76,7063906.396,8209494.257,7008429.569,10785409.46,4267481.149,7215380.315,7906297.995,8108698.286,29281136.24,6631941.38,17239898.54,14422465.02,7573344.001,51072019.24,64291434.13,48886816.15,54903336.22,68376843.6,28597354.29,71261896.3,51347987.22,36695486.85,63814703.53,49499468.77,34100687.83,45815293.62,105239709.3,31107500.6,65033065.82,42077375.25,33245434.27,46063531.3,34198604.91,31311458.27,40504408.01,45768034.76,36819086.04,42617249.85
TAGLN2,16044967.66,7951578.71,3788990.023,2093582.269,1027376.215,19157944.56,3143748.98,1253492.67,7161444.758,2461697.993,17110660.44,5537887.091,55098019.29,21896528.1,22610989.73,25572187.17,7609061.387,23716639.07,13562146.4,2492208.204,6202617.698,4356084.157,48834080.27,18688258.67,24249729.98,22561679.58,23537775.02,83937031.54,26125745.37,17143872.33,4748818.707,9269480.499,21255997.52,17501794.42,15133262.77,26958601.29,22089876.15,25203859.52,28036284.69,67548581.23,8438635.329,21092616.18,43376671.45,11549587.34,26392110.8,54667990.52,25823411.28,46170137.8,32269781.17,33889858.93,25398436,31658768.51
ABI1,8145168.017,12813741.15,18626461.7,11828296.13,15189952.68,15175913.29,18158761.04,19080083.6,18274540.63,19180713.66,6567555.775,22171330.63,20326475.77,24095871.69,3030689.459,13038881.38,21107900.19,22907657.28,27193475.38,63080534.42,19772770,21196565.39,76701466.91,79880178.81,8703771.863,20641681.91,24369719.63,30624280.38,21618472.09,29976103.4,19727137.46,21860983.41,22431513.96,19345353.35,22124207.44,18332585,25309572.78,23461586.18,16399050.42,43518674.01,24746902,25698826.14,18288012.2,4634359.368,12620468.99,22599508.59,5163126.388,19136199.24,18025083.06,19628082.14,913692.5494,8999054.282
CKM,17149302.35,4220733.05,10762938.8,3788974.816,3506965.004,7379745.345,3065920.152,451179.8923,2554641.493,2250845.819,3306925.884,2315752.423,52906193.25,3323407.288,2099343.478,1946069.033,3102853.165,6344118.491,8539859.516,4049526.309,11966087.01,3168145.589,3350007.798,16032211.98,1998230.48,24652559.68,5092219.342,144125910.5,49291691.72,6443006.816,2458259.445,2075095.052,48688819.94,7759476.368,21711194.56,123365273.1,2449998.239,5442683.522,59670792.99,14390799.61,1243211.393,5568968.674,4741605.057,8605918.828,13737876.81,94522076.73,16623480.34,186725399.7,73231320.34,46293158.76,16602747.13,162668506.7
HLA.B.1,933963.9328,0,3959598.907,5945767.073,1892423.335,2418302.396,215198.9564,4732661.91,4160386.648,166984.0691,1163056.843,4397436.295,2613132.76,3318802.937,5596775.941,5650852.528,4027987.388,2611754.179,2658161.158,0,0,878529.6643,17889000.89,7587274.633,4790286.273,4401215.343,2630830.392,114214247.3,107619708.9,142776163,175886897.9,193361127.3,110306814.6,134083290.3,221583164.3,139325976.9,228298339.4,185795644.3,195745574.1,137652058.2,144784096.3,119955005.9,159397615.8,139063080.2,95322778.78,67310357.66,116787808.7,114109458.2,86790931.95,52537301.94,93005030.65,99414455.89
RNH1,52528214.45,76913827.76,90061927.67,83055695.51,71996625.79,37440317.97,60286544.37,73783793.25,85970164.03,75485294.88,48973046.3,61811306.73,71278290.92,38217069.92,58961971.02,16757130.05,77838650.27,38111583.7,66886833.52,98525743.67,70070176.16,71576104.94,23399799.35,19468435.98,26465487.5,28942116.46,44658492.9,35674639.31,36329602.41,40978958.05,68214895.12,67777558.43,35080335.48,54023413.11,60474492.96,59313079.84,86017465.42,49920498.28,29553419.94,35589352.59,28547405.03,36702551.63,43049457.91,40097588.95,25800729,21082737.67,28086094.78,21804128.01,34833288.02,22529684.5,27750633.28,7899989.835
TGFBI,4926915.133,4013565.515,7598757.91,17868695.59,6185130.729,7773087.955,12782882.51,9606491.836,8374031.306,10209519.29,12730311.02,12955058.4,9536213.885,16889127.88,7099230.139,8467408.185,7178774.521,12623419.59,5135065.714,5919288.797,5824497.855,7267547.177,14911304.49,15201187.38,18711548.53,18345361.32,11395612.9,21667552.16,10629889.78,2455028.725,2502992.594,1293479.958,2483450.678,2096833.363,2816860.979,4456396.224,264735.1007,838072.3914,4927280.221,8072155.77,4374514.495,3084470.031,2164954.102,5358219.79,10472618.42,14927036.61,4827332.749,19258411.7,9469231.697,8229259.558,12635833.79,13259879.94
CAVIN2,11402639.04,7476680.746,4392256.561,3050828.756,4365824.122,18116327.96,4804362.689,8211879.767,13926432.52,2281770.403,19909208.13,11619070.49,2623581.861,1524601.686,18279776.6,99940726.23,11831385.47,10498720.88,6054233.668,4723908.727,3011745.972,14525372.26,16072602.85,9839697.498,16016768.66,13772943.03,16799514.96,47334714.68,28151480.47,22080218.38,21871214.09,22790130.93,11013550.55,23740377.89,30900955.7,30521953.91,35441495.73,23750286.26,15671326.14,17426690.19,2729827.345,20412615.29,22630080.68,21451567.22,10552955.74,12383796.2,28985868.75,18640651.3,16060227.12,29709064.83,6555791.827,17105416.38
RSU1,149164647.7,6696659.898,7522749.65,25751503.28,12638652.7,22179932.7,8166928.506,11759439.62,10665238.83,10157023.44,16030953.24,13798268.44,22490774.82,25937078.21,13163874.38,5774994.183,6845300.784,44135472.9,17598740.38,3430160.435,19517657.51,9358254.437,27901798.56,15712534.43,36003089.59,35221604.11,33952859.14,68570454.92,35464505.93,19974593.55,16812949.89,16936524.77,18288416.39,28077437.96,13118942.07,25190436.5,23356763.62,62679495.93,39049568.93,43988848.52,13982516.46,15271844.53,13693848.03,15168073.19,26660752.84,39245684,85537875.44,62619819.52,31015077.47,60453402.96,22430324.76,45290269.46
PXDN,3622411.715,14418443,14754746.94,17953102.14,15667608.13,14754839.93,27633799.69,26156413.01,20931621.04,20887421.61,8713933.067,20005251.41,16976970.12,1580738.158,10038363.61,3153962.305,20890659.73,6368795.802,14800027.49,12256316.35,12424034.39,10740139.03,20162147.51,11035676.51,10531792.15,21047412.95,7669903.616,1278036.238,3651295.689,3849016.917,6502349.895,5399975.007,2117194.792,2869123.67,3774130.008,2061244.704,2298952.883,4212320.877,6057941.106,6202299.004,5945270.376,7822000.526,3517261.879,2380913.697,10794651.44,234047.3,3650163.602,3421783.136,5377678.096,1542539.688,3709174.585,7953030.898
VNN1,12108591.66,2460500.318,12497464.82,1493687.122,2129960.351,3046686.784,5706403.033,3242471.817,4296573.225,1034738.29,763363.7941,694396.1246,4901614.562,2121120.127,1717632.959,3304643.629,14048970.08,9238923.08,3982984.946,9860896.306,11214664.88,5522853.013,7127343.73,13323322.26,7984395.788,6363906.303,6247605.22,25886695.56,7769467.67,9434257.634,9830312.992,2480513.284,2805209.978,10597074.86,7086314.045,15420265.76,11214555.41,5717247.698,7311612.379,7579951.969,9466283.044,4595680.048,6969105.136,5605730.76,1287455.258,31473814.73,9434204.853,22109549.14,35891219.87,22001583.54,6738564.563,43790493.87
RAB1B,52615180.23,36559919.18,31603814.74,25936101.2,32543504.34,119899373.6,27644463.04,26384568.63,27444188.47,19623649.05,49359732.36,35082211.27,43035205.25,61343273.66,29050844.8,40113879.5,22747204.47,56739892.45,42510163.38,21780548.64,51219519.93,49127207.22,180284594.9,169375530.1,76509590.63,57690165.29,49357649.32,230723192.9,83341409.48,106744026.9,108704372.6,33404691.75,146657815.9,56492376.59,38133395.88,74774188.96,112959096.5,32968878.47,196750978.2,181693087.4,26363885.6,134962908.9,50204499.95,262841830.6,37733772.7,195100165.3,42381504.66,86676919.97,171410740.5,102536103.1,168756222.7,168512141.1
EVPL,6605420.492,16182841.98,18932304.94,16551970.56,11959787.27,14038995.15,9264927.778,8907681.162,12265415.02,9645600.396,6212683.998,7991212.841,16354957.6,11319761.06,11508247.04,3934856.667,6777083.815,23917835.3,7117520.312,9012446.332,10345170.45,10300879.85,64294813.96,7961402.459,1959834.485,23170018.59,5034215.268,114483454.9,34741046.88,557908396.1,70856838.45,264238169.2,426297014,152214490.9,235068993.9,188358226.5,233773684.9,795336298.3,1252929738,468450663.5,890820094,461076556.4,1026499143,133669155.5,634805376.8,648200913.7,937062400.2,212922232.3,220550535.1,368016045.3,25194892.15,156587437.9
SERPINB5,1325166.917,5439492.294,7098591.037,7578038.539,2776782.536,5777401.565,1989520.534,3957853.082,3861999.277,3327177.906,2555839.374,2624608.146,6502676.101,3249934.336,0,7326817.887,4505122.434,1171068.634,1671386.235,2372835.252,3786430.712,3964257.303,31712758.61,6546549.234,1483427.616,3465149.969,5674941.27,6665487.907,8249201.356,7617423.075,4108718.349,4383581.286,3904372.605,732263.1848,2121296.758,594392.6738,2687009.642,3063303.818,4949467.905,4388777.539,6441604.954,1283707.333,3958251.733,6084780.393,4877244.792,13509144.22,390402.9815,7902608.251,8094853.678,5917091.799,7919370.495,2398715.941
IGKV2.30,139291734.5,16539348.21,26090811.58,18677638,37702556.34,9321972.695,8700654.151,66100686.45,20279247.45,13742810.59,14451671.37,65976692.18,67780558.09,14687198.58,21702509.21,27704717.82,13454408.73,78633537.26,18657049.02,8734670.3,24580834.48,14906303.21,27330785.09,2998576.057,81769745.82,128460117.3,108111133.6,79447141.1,34444057.44,44761275.68,25161361.33,11449246.28,15735499.21,36551449.12,19574860.36,32812906.82,14586524.68,9014423.436,26969130.77,76633853.84,13850021.86,25251563.51,37302722.11,15967172.9,41223505.79,54284086.52,43604275.83,180244925.5,121239019.4,63776174.45,35459267.41,46341375.22
DEFA3,399079808.2,603110179.7,821951168.2,520060624.5,547914949,289692967.7,597065405.2,644025530.5,491827260.2,600852606.3,375206862.7,352347060.6,432168486.2,293288476.8,416295954.9,294761460.9,628770262.9,294323222.5,954961451,539148607.2,555730783.2,425613671.6,138599381.3,97731082.58,114690499.9,221482555.2,418279424.2,644679162.4,380518521.1,340214495.2,433610688.5,454722820.4,156143345.3,289485167.2,430209683,238299689.3,181221765.3,203671931.9,262611960.7,166939322.8,178893164.6,384461625.5,243260100.1,613577623.9,167287277,141302343.8,224210416.1,287742623.8,289719378.6,100216772.1,877771800.3,933665272.9
TKT,5554247.457,5228391.445,5475089.157,1079172.765,6203659.144,2290925.82,1596921.031,1093286.6,2169202.017,2163852.626,11441680.4,3892583.524,5255156.722,6471634.631,5517278.287,1840795.596,2500104.613,4685586.285,2041618.226,3145710.553,5178610.849,3177243.194,14654569.62,3979354.074,8164929.345,18646663.52,9278169.791,94998077.3,6541868.208,11034988.26,3436266.861,0,22317299.29,395875.8497,2462429.916,2250335.192,1521467.618,0,8365475.936,4372300.056,4309475.242,21587349.23,5478802.592,2712165.639,1956678.273,14010853.78,2638185.532,37056676.81,4600714.884,2387046.029,21722449.75,15416871.86
PSMB4,10888528.06,5556950.918,11570305.78,7719890.132,7137924.055,9051625.621,4278039.511,6804654.14,8866673.756,16884508.92,8167632.944,8386247.358,24049114.15,9187680.76,24655418.24,4369608.928,7844758.067,5936957.922,9359053.19,8399148.495,6264714.885,10111922.21,21108625.48,5961203.553,15191032.66,22578051.45,9581917.24,14470793.29,41690483.95,158528251.4,1734155.009,4603415.892,4285841.638,12873021.17,9169723.219,8841737.65,6694582.697,5792295.803,12292439.65,12825223.56,103387583.4,95566291.85,6864948.166,11220219.05,17555051.93,13724073.7,8257994.779,9163320.718,61042248.57,54455118.11,27583857.07,62343023.63
LORICRIN,42061573.86,26499733.2,26609972.35,67174880.33,27050065.74,2642471.731,62331595.63,59403148.32,1013795.325,332367.4595,3953221.619,7410486.462,2071900.553,1765296.663,395973.3952,0,60827285.82,3201146.68,957967.6795,0,0,0,18442082.11,9058979.327,1963389.231,621380.4948,4678727.202,56282246.85,74735277.44,41733221.38,43240550.42,55795965.26,57425123.66,72471280.58,32757121.4,4282049.597,30824935.27,3401695.177,10191305.93,56151479.64,135874393,63152375.44,83478629.5,2151269.196,4439336.391,62459105.68,3411381.985,34297437.66,3335043.458,74702971.94,14498093.09,10114493.92
UGP2,13076602.3,18352165.46,22372789.26,11117450.47,11844021.86,9059324.024,11262622.44,11723627.31,14647882.46,7246485.285,57723113.39,5994151.441,49583776.28,9132000.071,25663001.77,54116282.55,19238233.84,68568834.66,14524425.4,16366382.59,20586171.57,15948332.33,24157749.59,18550892.63,249291296.3,709817951.2,143606625.4,24793841.41,133057693.6,6571171.535,13844269.24,18133628.72,29839013.15,13034133.43,23321498.13,43929437.1,6125330.293,11674046.85,37395702.4,17546429.52,5962885.581,51056489.9,7651784.902,26093866.78,28429164.98,10878861.97,10885864.87,28205242.54,205326885.3,19464353.82,14319749.46,186524574.6
