Exo1_92.1_Control_rep1,92.1-c
Exo1_92.1_Control_rep2,92.1-c
Exo2_IBUD_rep1,92.1-i
Exo2_IBUD_rep2,92.1-i
Exo3_Control_rep1,Omm1.3-c
Exo3_Control_rep2,Omm1.3-c
Exo4_IBUD_rep1,Omm1.3-i
Exo4_IBUD_rep2,Omm1.3-i
Exo5_Control_rep1,MP41-c
Exo5_Control_rep2,MP41-c
Exo6_IBUD_rep1,MP41-i
Exo6_IBUD_rep2,MP41-i
